NOC_CODE,OASIS_LABEL,Reading Comprehension,Writing,Numeracy,Digital Literacy,Oral Communication: Active Listening,Oral Communication: Oral Comprehension,Oral Communication: Oral Expression,Critical Thinking,Decision Making,Evaluation,Learning and Teaching Strategies,Problem Solving,Systems Analysis,Digital Production,Preventative Maintenance,Equipment and Tool Selection,Operation and Control,Operation Monitoring of Machinery and Equipment,Quality Control Testing,Repairing,Setting up,Product Design,Troubleshooting,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Monitoring,Time Management,Coordinating,Instructing,Negotiating,Persuading,Social Perceptiveness,Categorization Flexibility,Deductive Reasoning,Fluency of Ideas,Inductive Reasoning,Information Ordering,Mathematical Reasoning,Memorizing,Multitasking,Numerical Ability,Pattern Identification,Pattern Organization Speed,Perceptual Speed,Problem Identification,Selective Attention,Spatial Orientation,Spatial Visualization,Verbal Ability,Written Comprehension,Written Expression,Body Flexibility,Dynamic Strength,Explosive Strength,Gross Body Coordination,Gross Body Equilibrium,Multi-Limb Coordination,Stamina,Static Strength,Trunk Strength,Arm-Hand Steadiness,Control of Settings,Finger Dexterity,Manual Dexterity,Multi-Signal Response,Rate Control,Reaction Time,Speed of Limb Movement,Finger-Hand-Wrist Motion,Auditory Attention,Depth Perception,Far Vision,Glare Tolerance,Hearing Sensitivity,Near Vision,Night Vision,Peripheral Vision,Speech Clarity,Speech Recognition,Sound Localization,Colour Perception,Total_Impact_0_1,Total_Impact_%
7240,Elevator constructors and mechanics,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,4,3,1,3,4,3,3,3,4,3,3,3,3,3,2,3,2,2,3,4,2,2,3,2,2,2,1,1,4,3,0.47380156075808283,47.38
7240,"Heating, refrigeration and air conditioning mechanics",2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,3,2,3,3,2,3,2,3,3,3,3,4,2,2,2,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,2,3,5,3,2,2,2,2,4,3,0.5277591973244151,52.78
7240,Heavy-duty equipment mechanics,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2,2,2,2,3,2,3,3,3,3,3,3,2,4,3,4,2,2,2,4,4,4,4,4,5,3,5,5,4,5,5,5,4,3,4,3,5,4,4,3,3,5,3,2,3,2,2,5,3,0.5649944258639914,56.5
7240,Machine fitters,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,2,2,2,3,3,2,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,4,1,2,2,2,2,2,3,0.45953177257525113,45.95
7240,Railway carmen/women,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,3,3,2,3,4,4,4,4,4,3,3,3,3,2,2,3,2,3,3,4,3,2,3,3,3,2,2,2,3,3,0.45997770345596456,46.0
7240,Textile machinery mechanics and repairers,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,3,2,2,3,2,2,2,2,3,2,2,3,3,2,3,2,2,2,4,4,1,4,3,4,3,4,3,3,4,4,4,4,4,3,3,3,4,3,2,0,4,3,1,2,2,2,5,3,0.5012263099219624,50.12
7241,"Auto body collision, refinishing and glass technicians and damage repair estimators",2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,3,2,3,2,3,4,3,4,3,3,3,3,2,2,2,3,3,3,3,2,2,2,3,2,2,2,2,3,5,0.43612040133779273,43.61
7241,Automotive service technicians,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2,3,2,3,3,2,3,3,2,4,3,3,3,3,3,4,2,2,2,4,3,2,3,3,4,3,4,4,4,4,4,4,4,3,3,3,4,5,4,3,3,4,2,3,3,2,2,5,3,0.552285395763657,55.23
7241,"Mechanical repairers, motor vehicle manufacturing",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2,3,2,3,3,2,3,3,2,4,2,3,3,3,2,4,2,2,2,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,4,5,4,3,3,5,2,3,3,2,2,5,3,0.545150501672241,54.52
7241,Transport truck and trailer mechanics,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2,3,2,3,3,2,3,3,2,4,3,3,3,3,3,4,2,2,2,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,4,5,4,3,3,5,3,3,3,2,2,5,3,0.5484949832775923,54.85
7242,Electrical mechanics,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2,3,3,2,2,2,3,2,3,2,3,3,3,2,3,2,2,2,3,2,2,2,2,3,2,3,3,4,3,4,4,3,3,3,2,3,4,3,2,2,4,3,1,2,2,2,5,2,0.4878483835005576,48.78
7242,Major appliance repairers/technicians,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,3,3,2,3,2,3,2,3,2,4,2,2,2,4,3,2,3,3,3,3,3,3,4,3,5,4,3,3,3,2,3,3,3,2,3,5,2,2,3,2,2,3,3,0.5021181716833895,50.21
7242,"Motorcycle, all-terrain vehicle and other related mechanics",2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,3,1,3,2,4,3,3,3,3,4,4,4,3,2,3,2,3,5,3,2,2,5,2,2,2,2,2,5,3,0.4784838350055744,47.85
7242,Oil and solid fuel heating mechanics,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,4.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,4,3,2,4,4,4,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,2,5,3,2,2,2,2,4,4,0.5177257525083615,51.77
7242,Other small engine and small equipment repairers,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,3,2,1,2,1,3,2,3,3,3,3,4,3,2,2,3,2,3,3,2,2,1,4,3,1,2,2,2,3,2,0.44749163879598686,44.75
7242,Recreation vehicle technicians,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,2,3,3,1,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,5,3,1,2,2,2,4,3,0.46376811594202927,46.38
7242,Small electrical appliance servicers and repairers,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,2,2,4,3,2,3,3,3,3,3,3,4,3,4,4,3,3,3,2,3,3,3,2,0,5,2,2,3,2,2,3,3,0.4811594202898555,48.12
7250,Crane operators,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,2,1,2,2,2,2,2,2,2,3,2,3,5,3,2,2,2,2,2,1,3,2,5,2,3,3,3,5,3,3,4,4,4,3,4,3,5,4,3,3,2,3,4,2,1,3,3,0.4379041248606467,43.79
7250,Water well drillers,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,2,2,2,2,2,3,2,3,2,4,3,3,4,3,2,2,2,3,2,3,2,3,4,2,3,3,3,5,3,3,4,4,4,2,3,4,5,3,3,3,2,2,3,2,2,3,3,0.47982162764771474,47.98
7260,Air pilots,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,5.0,5.0,3.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3,4,3,3,4,3,4,5,4,5,5,5,5,5,5,5,3,3,3,2,1,1,3,3,5,2,2,2,5,5,4,4,5,5,5,4,4,5,5,5,5,5,4,5,5,4,4,5,4,0.7036789297658861,70.37
7260,Air traffic controllers,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4,4,3,3,4,3,4,5,3,5,5,5,5,5,1,5,4,3,3,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,3,0,1,5,3,4,2,3,4,4,1,4,5,3,3,0.5663322185061317,56.63
7260,"Deck officers, water transport",3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2,3,3,3,2,2,3,5,3,3,2,4,3,5,5,3,3,3,3,2,2,2,3,3,4,2,2,3,3,4,3,3,5,5,5,3,3,4,5,5,5,4,3,5,5,3,2,5,3,0.6002229654403568,60.02
7260,"Engineer officers, water transport",2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3,3,2,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,2,2,2,3,3,3,3,3,4,3,3,3,3,3,2,3,4,3,2,2,4,3,3,3,2,2,3,2,0.5676700111482724,56.77
7260,Flight dispatchers,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2,3,3,3,4,3,3,4,3,4,4,3,3,4,2,4,3,3,2,0,0,0,0,0,1,1,0,0,2,0,1,1,1,1,1,1,1,4,3,1,1,4,2,1,0,3,2,3,3,0.4646599777034561,46.47
7260,Flight engineers,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,5.0,5.0,3.0,3.0,3.0,1.0,4.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3,4,3,4,4,4,4,5,4,5,5,5,5,5,4,5,3,3,3,2,1,1,3,3,5,2,2,2,5,5,3,3,5,5,5,4,4,5,5,5,5,5,4,5,5,4,4,5,4,0.7139353400222965,71.39
7260,Flight service specialists,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2,3,3,3,3,2,3,3,2,3,4,3,3,4,1,4,3,3,2,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,4,3,3,3,3,2,3,0,3,2,2,3,0.4396878483835007,43.97
7260,Flying instructors,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,5.0,5.0,3.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,3,4,3,4,4,4,4,5,4,5,5,5,5,5,5,5,3,3,3,2,1,1,3,3,5,1,2,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,0.7141583054626534,71.42
7260,Marine traffic regulators,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2,3,2,2,4,3,3,3,3,4,4,2,4,3,1,4,3,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,4,1,3,1,3,3,2,0,4,3,2,2,0.4423634336677815,44.24
7260,Railway traffic controllers,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2,3,2,2,4,3,3,3,3,4,4,3,4,3,1,4,3,2,2,0,0,0,0,0,1,1,0,0,2,0,2,1,2,1,2,1,1,4,1,2,1,3,3,0,0,4,3,2,2,0.46532887402452633,46.53
7299,Commercial divers,2.0,2.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,4,3,3,2,4,5,4,5,5,5,5,3,4,4,4,4,3,4,3,3,3,3,3,5,3,2,3,3,4,3,2,2,3,3,0.5239687848383502,52.4
7299,Die setters,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,2,2,2,1,2,2,2,3,2,3,3,3,1,2,2,2,2,1,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,1,2,3,2,2,2,1,1,2,2,0.4073578595317726,40.74
7299,Gunsmiths,2.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,3,2,2,1,2,3,3,2,3,3,3,3,2,2,2,1,2,1,2,2,3,2,3,3,4,4,4,4,3,3,3,2,4,2,4,1,0,3,4,0,2,2,2,3,3,0.4535117056856189,45.35
7299,Locksmiths,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,3,2,2,2,2,2,1,3,2,3,2,3,3,4,3,4,3,3,3,3,2,4,2,4,1,0,3,4,2,2,2,2,2,3,0.43188405797101453,43.19
7299,Safe and vault servicers,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,3,2,2,2,2,2,1,3,2,3,2,3,3,4,3,4,3,3,3,3,2,4,2,4,1,0,4,4,2,2,2,2,2,3,0.4305462653288741,43.05
7299,Saw fitters,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,1,1,1,2,2,2,2,2,2,2,2,2,3,1,3,1,2,1,2,2,2,2,2,3,2,2,3,3,3,3,3,2,2,3,2,3,2,3,2,0,2,3,1,1,1,1,1,2,0.35340022296544044,35.34
7310,Concrete finishers,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,3,1,1,1,3,4,3,3,3,3,4,4,5,3,3,3,3,3,3,3,5,4,2,3,3,2,2,3,2,2,1,2,1,2,0.35763656633221863,35.76
7310,Drywall installers and finishers,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,1,1,1,2,2,2,2,1,1,2,1,2,3,3,1,1,1,4,3,1,4,4,3,4,4,5,3,3,3,3,2,2,3,2,2,2,3,2,1,2,2,1,2,1,1,2,3,0.3070234113712376,30.7
7310,Lathers,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,1,4,4,3,3,3,3,4,3,5,3,2,3,3,2,2,3,3,3,2,3,2,2,2,2,1,2,1,1,1,3,0.36588628762541836,36.59
7310,Plasterers,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2,2,2,1,2,2,2,1,1,2,2,2,2,2,3,3,1,1,1,4,4,1,3,2,3,4,4,5,3,1,4,4,2,1,3,4,4,2,2,2,2,2,2,1,2,1,1,2,3,0.3393534002229657,33.94
7310,Tilesetters,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,4,4,1,4,4,3,4,3,5,3,3,3,3,2,2,3,4,3,2,2,2,0,2,2,1,2,2,2,2,3,0.4013377926421408,40.13
7311,Floor covering installers,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,3,1,1,1,4,4,2,3,3,3,4,5,5,3,3,3,3,2,2,2,2,3,2,3,2,3,2,2,2,2,1,1,1,2,0.3413600891861763,34.14
7311,Glaziers,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,1,4,3,2,3,3,3,3,3,4,3,3,3,3,2,2,3,3,3,2,3,2,2,2,2,1,2,2,2,1,3,0.39442586399108176,39.44
7311,Painters and decorators (except interior decorators),1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,3,3,0,5,4,3,4,3,4,3,3,3,3,2,3,2,3,2,2,3,2,2,2,3,2,2,1,1,2,3,0.29030100334448167,29.03
7311,Roofers,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2,2,1,2,2,1,2,3,2,2,1,2,2,3,3,3,1,2,1,4,3,3,5,5,3,5,4,5,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,1,2,2,2,0.37391304347826104,37.39
7311,Shinglers,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2,2,1,2,2,1,2,3,2,2,1,2,2,3,3,3,1,2,1,4,3,3,5,5,3,5,4,5,3,3,3,3,3,2,3,3,3,3,4,3,3,2,2,3,3,1,2,2,2,0.37056856187290993,37.06
7320,General building maintenance workers and building superintendents,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,3,3,3,3,3,3,2,2,3,3,3,2,3,2,2,3,3,3,3,2,3,2,2,2,2,3,2,0.42430323299888534,42.43
7320,Other repairers and servicers,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,3,3,3,3,4,3,2,2,2,2,3,3,3,2,2,3,2,2,1,2,2,2,3,0.4499442586399109,44.99
7320,Pest controllers and fumigators,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,2,3,3,2,3,3,4,3,2,2,3,3,0.4046822742474917,40.47
7320,Residential and commercial installers and servicers,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,1,1,1,4,4,2,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,3,3,0.4285395763656635,42.85
7330,Bus and streetcar drivers,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1,1,1,1,1,2,2,1,1,2,3,2,3,5,2,1,1,1,2,2,2,2,1,4,2,2,2,4,4,2,2,5,5,5,2,2,4,5,5,5,3,1,5,5,2,2,4,2,0.3426978818283167,34.27
7330,Long-haul transport truck drivers,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2,2,1,2,2,2,2,2,2,1,2,3,2,3,5,3,2,2,1,2,3,2,3,2,5,3,3,3,3,5,2,3,4,5,5,4,4,3,5,5,5,3,2,5,5,2,2,4,3,0.448160535117057,44.82
